PathId,OrderNumber,FromNode,ToNode,Length,AB_Wh,BA_Wh
659,7,132,93,11930,11930,11930
659,8,93,73,59174,59174,59174
659,9,73,300,5839,5839,5839
659,10,300,186,7183,7183,7183
659,11,186,195,5911,5911,5911
659,12,195,204,10500,10500,10500
659,13,204,203,6320,6320,6320
659,14,203,149,33517,33517,33517
659,15,149,153,54334,54334,54334
659,16,153,217,28935,28935,28935
660,1,19,20,6241,6241,6241
660,2,20,127,4779,4779,4779
660,3,127,134,37733,37733,37733
660,4,134,129,1123,1123,1123
660,5,129,133,19324,19324,19324
660,6,133,132,9099,9099,9099
660,7,132,93,11930,11930,11930
660,8,93,73,59174,59174,59174
660,9,73,300,5839,5839,5839
660,10,300,186,7183,7183,7183
660,11,186,195,5911,5911,5911
660,12,195,204,10500,10500,10500
660,13,204,203,6320,6320,6320
660,14,203,149,33517,33517,33517
660,15,149,153,54334,54334,54334
660,16,153,217,28935,28935,28935
660,17,217,218,2401,2401,2401
660,18,218,223,27895,27895,27895
661,1,19,20,6241,6241,6241
661,2,20,127,4779,4779,4779
661,3,127,134,37733,37733,37733
661,4,134,129,1123,1123,1123
661,5,129,133,19324,19324,19324
661,6,133,132,9099,9099,9099
661,7,132,93,11930,11930,11930
661,8,93,73,59174,59174,59174
661,9,73,300,5839,5839,5839
661,10,300,186,7183,7183,7183
661,11,186,195,5911,5911,5911
661,12,195,204,10500,10500,10500
661,13,204,203,6320,6320,6320
661,14,203,149,33517,33517,33517
661,15,149,153,54334,54334,54334
661,16,153,217,28935,28935,28935
661,17,217,218,2401,2401,2401
661,18,218,223,27895,27895,27895
661,19,223,226,4622,4622,4622
661,20,226,225,2732,2732,2732
661,21,225,232,34318,34318,34318
662,1,19,20,6241,6241,6241
662,2,20,127,4779,4779,4779
662,3,127,134,37733,37733,37733
662,4,134,129,1123,1123,1123
662,5,129,133,19324,19324,19324
662,6,133,132,9099,9099,9099
662,7,132,93,11930,11930,11930
662,8,93,73,59174,59174,59174
662,9,73,300,5839,5839,5839
662,10,300,186,7183,7183,7183
662,11,186,195,5911,5911,5911
662,12,195,204,10500,10500,10500
662,13,204,203,6320,6320,6320
662,14,203,149,33517,33517,33517
662,15,149,153,54334,54334,54334
662,16,153,217,28935,28935,28935
662,17,217,218,2401,2401,2401
662,18,218,223,27895,27895,27895
662,19,223,226,4622,4622,4622
662,20,226,227,2673,2673,2673
662,21,227,229,22347,22347,22347
662,22,229,228,17181,17181,17181
662,23,228,238,39261,39261,39261
663,1,19,18,1294,1294,1294
663,2,18,121,2023,2023,2023
663,3,121,120,41214,41214,41214
663,4,120,119,29870,29870,29870
663,5,119,161,16199,16199,16199
663,6,161,160,4517,4517,4517
663,7,160,116,38887,38887,38887
663,8,116,163,1610,1610,1610
663,9,163,113,41907,41907,41907
663,10,113,92,25224,25224,25224
663,11,92,106,19559,19559,19559
663,12,106,109,20005,20005,20005
663,13,109,206,7138,7138,7138
663,14,206,205,1135,1135,1135
663,15,205,213,44562,44562,44562
663,16,213,214,11964,11964,11964
663,17,214,216,72,72,72
663,18,216,215,5791,5791,5791
663,19,215,81,19188,19188,19188
663,20,81,50,66450,66450,66450
663,21,50,240,37427,37427,37427
664,1,19,20,6241,6241,6241
664,2,20,127,4779,4779,4779
664,3,127,134,37733,37733,37733
664,4,134,129,1123,1123,1123
664,5,129,133,19324,19324,19324
664,6,133,132,9099,9099,9099
664,7,132,93,11930,11930,11930
664,8,93,73,59174,59174,59174
664,9,73,300,5839,5839,5839
664,10,300,186,7183,7183,7183
664,11,186,195,5911,5911,5911
664,12,195,204,10500,10500,10500
664,13,204,203,6320,6320,6320
664,14,203,149,33517,33517,33517
664,15,149,153,54334,54334,54334
664,16,153,217,28935,28935,28935
664,17,217,218,2401,2401,2401
664,18,218,223,27895,27895,27895
664,19,223,226,4622,4622,4622
664,20,226,225,2732,2732,2732
664,21,225,232,34318,34318,34318
664,22,232,236,7671,7671,7671
664,23,236,241,11675,11675,11675
665,1,19,20,6241,6241,6241
665,2,20,127,4779,4779,4779
665,3,127,134,37733,37733,37733
665,4,134,129,1123,1123,1123
665,5,129,133,19324,19324,19324
665,6,133,132,9099,9099,9099
665,7,132,93,11930,11930,11930
665,8,93,73,59174,59174,59174
665,9,73,300,5839,5839,5839
665,10,300,186,7183,7183,7183
665,11,186,195,5911,5911,5911
665,12,195,204,10500,10500,10500
665,13,204,203,6320,6320,6320
665,14,203,149,33517,33517,33517
665,15,149,153,54334,54334,54334
665,16,153,217,28935,28935,28935
665,17,217,218,2401,2401,2401
665,18,218,223,27895,27895,27895
665,19,223,226,4622,4622,4622
665,20,226,225,2732,2732,2732
665,21,225,232,34318,34318,34318
665,22,232,236,7671,7671,7671
665,23,236,241,11675,11675,11675
665,24,241,242,24107,24107,24107
666,1,19,20,6241,6241,6241
666,2,20,127,4779,4779,4779
666,3,127,134,37733,37733,37733
666,4,134,129,1123,1123,1123
666,5,129,133,19324,19324,19324
666,6,133,132,9099,9099,9099
666,7,132,93,11930,11930,11930
666,8,93,73,59174,59174,59174
666,9,73,300,5839,5839,5839
666,10,300,186,7183,7183,7183
666,11,186,195,5911,5911,5911
666,12,195,204,10500,10500,10500
666,13,204,203,6320,6320,6320
666,14,203,149,33517,33517,33517
666,15,149,153,54334,54334,54334
666,16,153,217,28935,28935,28935
666,17,217,218,2401,2401,2401
666,18,218,223,27895,27895,27895
666,19,223,226,4622,4622,4622
666,20,226,225,2732,2732,2732
666,21,225,232,34318,34318,34318
666,22,232,236,7671,7671,7671
666,23,236,241,11675,11675,11675
666,24,241,242,24107,24107,24107
666,25,242,245,18680,18680,18680
666,26,245,248,8482,8482,8482
667,1,19,18,1294,1294,1294
667,2,18,121,2023,2023,2023
667,3,121,120,41214,41214,41214
667,4,120,119,29870,29870,29870
667,5,119,161,16199,16199,16199
667,6,161,160,4517,4517,4517
667,7,160,116,38887,38887,38887
667,8,116,163,1610,1610,1610
667,9,163,113,41907,41907,41907
667,10,113,92,25224,25224,25224
667,11,92,106,19559,19559,19559
667,12,106,109,20005,20005,20005
667,13,109,206,7138,7138,7138
667,14,206,205,1135,1135,1135
667,15,205,213,44562,44562,44562
667,16,213,214,11964,11964,11964
667,17,214,216,72,72,72
667,18,216,215,5791,5791,5791
667,19,215,81,19188,19188,19188
667,20,81,50,66450,66450,66450
667,21,50,240,37427,37427,37427
667,22,240,239,5509,5509,5509
667,23,239,250,56480,56480,56480
668,1,19,20,6241,6241,6241
668,2,20,127,4779,4779,4779
668,3,127,134,37733,37733,37733
668,4,134,129,1123,1123,1123
668,5,129,133,19324,19324,19324
668,6,133,132,9099,9099,9099
668,7,132,93,11930,11930,11930
668,8,93,73,59174,59174,59174
668,9,73,300,5839,5839,5839
668,10,300,186,7183,7183,7183
668,11,186,195,5911,5911,5911
668,12,195,204,10500,10500,10500
668,13,204,203,6320,6320,6320
668,14,203,149,33517,33517,33517
668,15,149,153,54334,54334,54334
668,16,153,217,28935,28935,28935
668,17,217,218,2401,2401,2401
668,18,218,223,27895,27895,27895
668,19,223,226,4622,4622,4622
668,20,226,225,2732,2732,2732
668,21,225,232,34318,34318,34318
668,22,232,236,7671,7671,7671
668,23,236,241,11675,11675,11675
668,24,241,242,24107,24107,24107
668,25,242,245,18680,18680,18680
668,26,245,248,8482,8482,8482
668,27,248,251,5304,5304,5304
668,28,251,256,6094,6094,6094
669,1,19,20,6241,6241,6241
669,2,20,127,4779,4779,4779
669,3,127,134,37733,37733,37733
669,4,134,129,1123,1123,1123
669,5,129,133,19324,19324,19324
669,6,133,132,9099,9099,9099
669,7,132,93,11930,11930,11930
669,8,93,73,59174,59174,59174
669,9,73,300,5839,5839,5839
669,10,300,186,7183,7183,7183
669,11,186,195,5911,5911,5911
669,12,195,204,10500,10500,10500
669,13,204,203,6320,6320,6320
669,14,203,149,33517,33517,33517
669,15,149,153,54334,54334,54334
669,16,153,217,28935,28935,28935
669,17,217,218,2401,2401,2401
669,18,218,223,27895,27895,27895
669,19,223,226,4622,4622,4622
669,20,226,225,2732,2732,2732
669,21,225,232,34318,34318,34318
669,22,232,236,7671,7671,7671
669,23,236,241,11675,11675,11675
669,24,241,242,24107,24107,24107
669,25,242,245,18680,18680,18680
669,26,245,248,8482,8482,8482
669,27,248,251,5304,5304,5304
669,28,251,256,6094,6094,6094
669,29,256,258,6054,6054,6054
669,30,258,257,8011,8011,8011
670,1,19,20,6241,6241,6241
670,2,20,127,4779,4779,4779
670,3,127,134,37733,37733,37733
670,4,134,129,1123,1123,1123
670,5,129,133,19324,19324,19324
670,6,133,132,9099,9099,9099
670,7,132,93,11930,11930,11930
670,8,93,73,59174,59174,59174
670,9,73,300,5839,5839,5839
670,10,300,186,7183,7183,7183
670,11,186,195,5911,5911,5911
670,12,195,204,10500,10500,10500
670,13,204,203,6320,6320,6320
670,14,203,149,33517,33517,33517
670,15,149,153,54334,54334,54334
670,16,153,217,28935,28935,28935
670,17,217,218,2401,2401,2401
670,18,218,223,27895,27895,27895
670,19,223,226,4622,4622,4622
670,20,226,227,2673,2673,2673
670,21,227,231,33466,33466,33466
670,22,231,235,4799,4799,4799
670,23,235,244,13932,13932,13932
670,24,244,243,25189,25189,25189
670,25,243,246,16453,16453,16453
670,26,246,247,8516,8516,8516
670,27,247,252,5553,5553,5553
670,28,252,255,6411,6411,6411
670,29,255,259,5051,5051,5051
670,30,259,264,8950,8950,8950
670,31,264,263,4668,4668,4668
670,32,263,267,13034,13034,13034
670,33,267,266,7853,7853,7853
671,1,19,20,6241,6241,6241
671,2,20,127,4779,4779,4779
671,3,127,134,37733,37733,37733
671,4,134,129,1123,1123,1123
671,5,129,133,19324,19324,19324
671,6,133,132,9099,9099,9099
671,7,132,93,11930,11930,11930
671,8,93,73,59174,59174,59174
671,9,73,300,5839,5839,5839
671,10,300,186,7183,7183,7183
671,11,186,195,5911,5911,5911
671,12,195,204,10500,10500,10500
671,13,204,203,6320,6320,6320
671,14,203,149,33517,33517,33517
671,15,149,153,54334,54334,54334
671,16,153,217,28935,28935,28935
671,17,217,218,2401,2401,2401
671,18,218,223,27895,27895,27895
671,19,223,226,4622,4622,4622
671,20,226,227,2673,2673,2673
671,21,227,231,33466,33466,33466
671,22,231,235,4799,4799,4799
671,23,235,244,13932,13932,13932
671,24,244,243,25189,25189,25189
671,25,243,246,16453,16453,16453
671,26,246,247,8516,8516,8516
671,27,247,252,5553,5553,5553
671,28,252,255,6411,6411,6411
671,29,255,259,5051,5051,5051
671,30,259,264,8950,8950,8950
671,31,264,263,4668,4668,4668
671,32,263,265,5353,5353,5353
671,33,265,271,475,475,475
671,34,271,270,13141,13141,13141
672,1,19,20,6241,6241,6241
672,2,20,127,4779,4779,4779
672,3,127,134,37733,37733,37733
672,4,134,129,1123,1123,1123
672,5,129,133,19324,19324,19324
672,6,133,132,9099,9099,9099
672,7,132,93,11930,11930,11930
672,8,93,73,59174,59174,59174
672,9,73,300,5839,5839,5839
672,10,300,186,7183,7183,7183
672,11,186,195,5911,5911,5911
672,12,195,204,10500,10500,10500
672,13,204,203,6320,6320,6320
672,14,203,149,33517,33517,33517
672,15,149,153,54334,54334,54334
672,16,153,217,28935,28935,28935
672,17,217,218,2401,2401,2401
672,18,218,223,27895,27895,27895
672,19,223,226,4622,4622,4622
672,20,226,227,2673,2673,2673
672,21,227,231,33466,33466,33466
672,22,231,235,4799,4799,4799
672,23,235,244,13932,13932,13932
672,24,244,243,25189,25189,25189
672,25,243,246,16453,16453,16453
672,26,246,247,8516,8516,8516
672,27,247,252,5553,5553,5553
672,28,252,255,6411,6411,6411
672,29,255,259,5051,5051,5051
672,30,259,264,8950,8950,8950
672,31,264,263,4668,4668,4668
672,32,263,267,13034,13034,13034
672,33,267,268,6530,6530,6530
672,34,268,274,15524,15524,15524
672,35,274,273,20568,20568,20568
673,1,19,18,1294,1294,1294
673,2,18,17,31021,31021,31021
673,3,17,110,29265,29265,29265
673,4,110,15,22693,22693,22693
673,5,15,56,1940,1940,1940
673,6,56,14,34466,34466,34466
673,7,14,33,7215,7215,7215
673,8,33,41,8112,8112,8112
673,9,41,71,21602,21602,21602
673,10,71,298,50351,50351,50351
673,11,298,70,16558,16558,16558
673,12,70,1,26012,26012,26012
673,13,1,293,26538,26538,26538
673,14,293,290,26792,26792,26792
673,15,290,6,25999,25999,25999
673,16,6,286,2710,2710,2710
673,17,286,285,56008,56008,56008
673,18,285,283,44562,44562,44562
673,19,283,297,44457,44457,44457
673,20,297,68,44918,44918,44918
673,21,68,276,40430,40430,40430
674,1,19,18,1294,1294,1294
674,2,18,17,31021,31021,31021
674,3,17,110,29265,29265,29265
674,4,110,15,22693,22693,22693
674,5,15,56,1940,1940,1940
674,6,56,14,34466,34466,34466
674,7,14,33,7215,7215,7215
674,8,33,41,8112,8112,8112
674,9,41,71,21602,21602,21602
674,10,71,298,50351,50351,50351
674,11,298,70,16558,16558,16558
674,12,70,1,26012,26012,26012
674,13,1,293,26538,26538,26538
674,14,293,290,26792,26792,26792
674,15,290,6,25999,25999,25999
674,16,6,286,2710,2710,2710
674,17,286,287,33846,33846,33846
674,18,287,282,572,572,572
674,19,282,284,21012,21012,21012
674,20,284,281,317,317,317
674,21,281,280,49157,49157,49157
674,22,280,277,30123,30123,30123
675,1,19,18,1294,1294,1294
675,2,18,17,31021,31021,31021
675,3,17,110,29265,29265,29265
675,4,110,15,22693,22693,22693
675,5,15,56,1940,1940,1940
675,6,56,14,34466,34466,34466
675,7,14,33,7215,7215,7215
675,8,33,41,8112,8112,8112
675,9,41,71,21602,21602,21602
675,10,71,298,50351,50351,50351
675,11,298,70,16558,16558,16558
675,12,70,1,26012,26012,26012
675,13,1,293,26538,26538,26538
675,14,293,290,26792,26792,26792
675,15,290,6,25999,25999,25999
675,16,6,286,2710,2710,2710
675,17,286,287,33846,33846,33846
675,18,287,282,572,572,572
676,1,19,18,1294,1294,1294
676,2,18,17,31021,31021,31021
676,3,17,110,29265,29265,29265
676,4,110,15,22693,22693,22693
676,5,15,56,1940,1940,1940
676,6,56,14,34466,34466,34466
676,7,14,33,7215,7215,7215
676,8,33,41,8112,8112,8112
676,9,41,71,21602,21602,21602
676,10,71,298,50351,50351,50351
676,11,298,70,16558,16558,16558
676,12,70,1,26012,26012,26012
676,13,1,293,26538,26538,26538
676,14,293,290,26792,26792,26792
676,15,290,6,25999,25999,25999
676,16,6,286,2710,2710,2710
676,17,286,285,56008,56008,56008
677,1,19,18,1294,1294,1294
677,2,18,17,31021,31021,31021
677,3,17,110,29265,29265,29265
677,4,110,15,22693,22693,22693
677,5,15,56,1940,1940,1940
677,6,56,14,34466,34466,34466
677,7,14,33,7215,7215,7215
677,8,33,41,8112,8112,8112
677,9,41,71,21602,21602,21602
677,10,71,298,50351,50351,50351
677,11,298,70,16558,16558,16558
677,12,70,1,26012,26012,26012
677,13,1,293,26538,26538,26538
677,14,293,292,12626,12626,12626
678,1,19,18,1294,1294,1294
678,2,18,17,31021,31021,31021
678,3,17,110,29265,29265,29265
678,4,110,15,22693,22693,22693
678,5,15,56,1940,1940,1940
678,6,56,14,34466,34466,34466
678,7,14,33,7215,7215,7215
678,8,33,41,8112,8112,8112
678,9,41,71,21602,21602,21602
678,10,71,298,50351,50351,50351
678,11,298,70,16558,16558,16558
678,12,70,1,26012,26012,26012
678,13,1,293,26538,26538,26538
678,14,293,290,26792,26792,26792
678,15,290,6,25999,25999,25999
678,16,6,286,2710,2710,2710
678,17,286,285,56008,56008,56008
678,18,285,283,44562,44562,44562
678,19,283,297,44457,44457,44457
678,20,297,68,44918,44918,44918
678,21,68,276,40430,40430,40430
678,22,276,294,39765,39765,39765
679,1,19,16,38557,38557,38557
679,2,16,3,1004,1004,1004
679,3,3,43,23282,23282,23282
679,4,43,34,17764,17764,17764
679,5,34,83,23207,23207,23207
679,6,83,295,18131,18131,18131
680,1,19,20,6241,6241,6241
680,2,20,127,4779,4779,4779
680,3,127,134,37733,37733,37733
680,4,134,129,1123,1123,1123
680,5,129,133,19324,19324,19324
680,6,133,132,9099,9099,9099
680,7,132,93,11930,11930,11930
680,8,93,73,59174,59174,59174
680,9,73,300,5839,5839,5839
680,10,300,186,7183,7183,7183
680,11,186,195,5911,5911,5911
680,12,195,204,10500,10500,10500
680,13,204,203,6320,6320,6320
680,14,203,149,33517,33517,33517
680,15,149,153,54334,54334,54334
680,16,153,217,28935,28935,28935
680,17,217,218,2401,2401,2401
680,18,218,223,27895,27895,27895
680,19,223,226,4622,4622,4622
680,20,226,227,2673,2673,2673
680,21,227,231,33466,33466,33466
680,22,231,235,4799,4799,4799
680,23,235,244,13932,13932,13932
680,24,244,243,25189,25189,25189
680,25,243,246,16453,16453,16453
680,26,246,247,8516,8516,8516
680,27,247,252,5553,5553,5553
680,28,252,255,6411,6411,6411
680,29,255,259,5051,5051,5051
680,30,259,264,8950,8950,8950
680,31,264,263,4668,4668,4668
680,32,263,267,13034,13034,13034
680,33,267,268,6530,6530,6530
680,34,268,274,15524,15524,15524
680,35,274,273,20568,20568,20568
680,36,273,296,141653,141653,141653
681,1,19,18,1294,1294,1294
681,2,18,17,31021,31021,31021
681,3,17,110,29265,29265,29265
681,4,110,15,22693,22693,22693
681,5,15,56,1940,1940,1940
681,6,56,14,34466,34466,34466
681,7,14,33,7215,7215,7215
681,8,33,41,8112,8112,8112
681,9,41,71,21602,21602,21602
681,10,71,298,50351,50351,50351
681,11,298,70,16558,16558,16558
681,12,70,1,26012,26012,26012
681,13,1,293,26538,26538,26538
681,14,293,290,26792,26792,26792
681,15,290,6,25999,25999,25999
681,16,6,286,2710,2710,2710
681,17,286,285,56008,56008,56008
681,18,285,283,44562,44562,44562
681,19,283,297,44457,44457,44457
682,1,19,18,1294,1294,1294
682,2,18,17,31021,31021,31021
682,3,17,110,29265,29265,29265
682,4,110,15,22693,22693,22693
682,5,15,56,1940,1940,1940
682,6,56,14,34466,34466,34466
682,7,14,33,7215,7215,7215
682,8,33,41,8112,8112,8112
682,9,41,71,21602,21602,21602
682,10,71,298,50351,50351,50351
683,1,19,20,6241,6241,6241
683,2,20,131,15332,15332,15332
683,3,131,144,13698,13698,13698
683,4,144,143,11534,11534,11534
683,5,143,299,13844,13844,13844
684,1,19,20,6241,6241,6241
684,2,20,127,4779,4779,4779
684,3,127,134,37733,37733,37733
684,4,134,129,1123,1123,1123
684,5,129,133,19324,19324,19324
684,6,133,132,9099,9099,9099
684,7,132,93,11930,11930,11930
684,8,93,73,59174,59174,59174
684,9,73,300,5839,5839,5839
685,1,19,18,1294,1294,1294
685,2,18,121,2023,2023,2023
685,3,121,120,41214,41214,41214
685,4,120,119,29870,29870,29870
685,5,119,161,16199,16199,16199
685,6,161,160,4517,4517,4517
685,7,160,116,38887,38887,38887
685,8,116,163,1610,1610,1610
685,9,163,113,41907,41907,41907
685,10,113,92,25224,25224,25224
685,11,92,106,19559,19559,19559
685,12,106,109,20005,20005,20005
685,13,109,206,7138,7138,7138
685,14,206,205,1135,1135,1135
685,15,205,213,44562,44562,44562
685,16,213,214,11964,11964,11964
685,17,214,216,72,72,72
685,18,216,215,5791,5791,5791
685,19,215,78,7141,7141,7141
685,20,78,301,13159,13159,13159
686,1,27,211,53007,53007,53007
686,2,211,210,3345,3345,3345
686,3,210,151,75436,75436,75436
686,4,151,201,13001,13001,13001
686,5,201,199,7367,7367,7367
686,6,199,194,135,135,135
686,7,194,193,2731,2731,2731
686,8,193,192,4157,4157,4157
686,9,192,187,10053,10053,10053
686,10,187,182,2034,2034,2034
686,11,182,198,4315,4315,4315
686,12,198,181,5013,5013,5013
686,13,181,172,19792,19792,19792
686,14,172,37,20605,20605,20605
687,1,27,211,53007,53007,53007
687,2,211,210,3345,3345,3345
687,3,210,151,75436,75436,75436
687,4,151,201,13001,13001,13001
687,5,201,199,7367,7367,7367
687,6,199,194,135,135,135
687,7,194,193,2731,2731,2731
687,8,193,192,4157,4157,4157
687,9,192,187,10053,10053,10053
687,10,187,182,2034,2034,2034
687,11,182,198,4315,4315,4315
687,12,198,181,5013,5013,5013
687,13,181,172,19792,19792,19792
687,14,172,174,6041,6041,6041
687,15,174,162,26069,26069,26069
687,16,162,163,5196,5196,5196
687,17,163,116,1610,1610,1610
687,18,116,160,38887,38887,38887
687,19,160,154,48527,48527,48527
687,20,154,155,7768,7768,7768
687,21,155,142,18718,18718,18718
687,22,142,22,24507,24507,24507
687,23,22,23,15315,15315,15315
687,24,23,86,6481,6481,6481
687,25,86,7,28210,28210,28210
687,26,7,44,44848,44848,44848
687,27,44,46,685,685,685
688,1,27,26,1897,1897,1897
688,2,26,25,48597,48597,48597
688,3,25,52,50057,50057,50057
688,4,52,53,2682,2682,2682
688,5,53,50,37083,37083,37083
689,1,27,26,1897,1897,1897
689,2,26,25,48597,48597,48597
689,3,25,52,50057,50057,50057
689,4,52,53,2682,2682,2682
690,1,27,26,1897,1897,1897
690,2,26,54,67953,67953,67953
691,1,27,211,53007,53007,53007
691,2,211,210,3345,3345,3345
691,3,210,151,75436,75436,75436
691,4,151,201,13001,13001,13001
691,5,201,199,7367,7367,7367
691,6,199,194,135,135,135
691,7,194,193,2731,2731,2731
691,8,193,192,4157,4157,4157
691,9,192,187,10053,10053,10053
691,10,187,182,2034,2034,2034
691,11,182,198,4315,4315,4315
691,12,198,181,5013,5013,5013
691,13,181,172,19792,19792,19792
691,14,172,174,6041,6041,6041
691,15,174,162,26069,26069,26069
691,16,162,163,5196,5196,5196
691,17,163,116,1610,1610,1610
691,18,116,160,38887,38887,38887
691,19,160,154,48527,48527,48527
691,20,154,155,7768,7768,7768
691,21,155,142,18718,18718,18718
691,22,142,84,24630,24630,24630
691,23,84,55,25187,25187,25187
692,1,27,211,53007,53007,53007
692,2,211,210,3345,3345,3345
692,3,210,151,75436,75436,75436
692,4,151,59,8731,8731,8731
693,1,27,26,1897,1897,1897
693,2,26,54,67953,67953,67953
693,3,54,61,40284,40284,40284
693,4,61,63,778,778,778
694,1,27,28,5050,5050,5050
694,2,28,65,54990,54990,54990
694,3,65,64,12437,12437,12437
695,1,27,211,53007,53007,53007
695,2,211,210,3345,3345,3345
695,3,210,151,75436,75436,75436
695,4,151,201,13001,13001,13001
695,5,201,199,7367,7367,7367
695,6,199,194,135,135,135
695,7,194,193,2731,2731,2731
695,8,193,192,4157,4157,4157
695,9,192,187,10053,10053,10053
695,10,187,182,2034,2034,2034
695,11,182,198,4315,4315,4315
695,12,198,181,5013,5013,5013
695,13,181,172,19792,19792,19792
695,14,172,174,6041,6041,6041
695,15,174,162,26069,26069,26069
695,16,162,163,5196,5196,5196
695,17,163,116,1610,1610,1610
695,18,116,160,38887,38887,38887
695,19,160,154,48527,48527,48527
695,20,154,155,7768,7768,7768
695,21,155,142,18718,18718,18718
695,22,142,84,24630,24630,24630
695,23,84,85,13617,13617,13617
695,24,85,45,5780,5780,5780
695,25,45,41,13550,13550,13550
695,26,41,71,21602,21602,21602
695,27,71,298,50351,50351,50351
695,28,298,70,16558,16558,16558
695,29,70,1,26012,26012,26012
695,30,1,293,26538,26538,26538
695,31,293,290,26792,26792,26792
695,32,290,6,25999,25999,25999
695,33,6,286,2710,2710,2710
695,34,286,285,56008,56008,56008
695,35,285,283,44562,44562,44562
695,36,283,297,44457,44457,44457
695,37,297,68,44918,44918,44918
695,38,68,8,26740,26740,26740
695,39,8,69,13539,13539,13539
696,1,27,211,53007,53007,53007
696,2,211,210,3345,3345,3345
696,3,210,151,75436,75436,75436
696,4,151,201,13001,13001,13001
696,5,201,199,7367,7367,7367
696,6,199,194,135,135,135
696,7,194,193,2731,2731,2731
696,8,193,192,4157,4157,4157
696,9,192,187,10053,10053,10053
696,10,187,182,2034,2034,2034
696,11,182,198,4315,4315,4315
696,12,198,181,5013,5013,5013
696,13,181,172,19792,19792,19792
696,14,172,174,6041,6041,6041
696,15,174,162,26069,26069,26069
696,16,162,163,5196,5196,5196
696,17,163,116,1610,1610,1610
696,18,116,160,38887,38887,38887
696,19,160,154,48527,48527,48527
696,20,154,155,7768,7768,7768
696,21,155,142,18718,18718,18718
696,22,142,84,24630,24630,24630
696,23,84,85,13617,13617,13617
696,24,85,45,5780,5780,5780
696,25,45,41,13550,13550,13550
696,26,41,71,21602,21602,21602
697,1,27,26,1897,1897,1897
697,2,26,25,48597,48597,48597
697,3,25,52,50057,50057,50057
697,4,52,53,2682,2682,2682
697,5,53,62,3154,3154,3154
697,6,62,215,62695,62695,62695
697,7,215,216,5791,5791,5791
697,8,216,214,72,72,72
697,9,214,79,9183,9183,9183
698,1,27,211,53007,53007,53007
698,2,211,210,3345,3345,3345
698,3,210,151,75436,75436,75436
698,4,151,201,13001,13001,13001
698,5,201,199,7367,7367,7367
698,6,199,194,135,135,135
698,7,194,193,2731,2731,2731
698,8,193,192,4157,4157,4157
698,9,192,184,6595,6595,6595
698,10,184,183,3363,3363,3363
698,11,183,170,14646,14646,14646
698,12,170,171,3185,3185,3185
698,13,171,166,14334,14334,14334
698,14,166,167,2558,2558,2558
698,15,167,164,300,300,300
698,16,164,139,22779,22779,22779
698,17,139,140,20966,20966,20966
698,18,140,93,817,817,817
698,19,93,132,11930,11930,11930
698,20,132,133,9099,9099,9099
698,21,133,128,16322,16322,16322
698,22,128,299,9346,9346,9346
698,23,299,143,13844,13844,13844
698,24,143,144,11534,11534,11534
698,25,144,130,9162,9162,9162
698,26,130,124,10676,10676,10676
698,27,124,42,31507,31507,31507
698,28,42,82,22776,22776,22776
699,1,27,211,53007,53007,53007
699,2,211,210,3345,3345,3345
699,3,210,151,75436,75436,75436
699,4,151,201,13001,13001,13001
699,5,201,200,1560,1560,1560
699,6,200,146,9540,9540,9540
699,7,146,197,3302,3302,3302
699,8,197,58,6424,6424,6424
699,9,58,67,15173,15173,15173
699,10,67,76,20793,20793,20793
699,11,76,88,15773,15773,15773
700,1,27,211,53007,53007,53007
700,2,211,210,3345,3345,3345
700,3,210,151,75436,75436,75436
700,4,151,201,13001,13001,13001
700,5,201,199,7367,7367,7367
700,6,199,194,135,135,135
700,7,194,193,2731,2731,2731
700,8,193,192,4157,4157,4157
700,9,192,184,6595,6595,6595
700,10,184,183,3363,3363,3363
700,11,183,170,14646,14646,14646
700,12,170,171,3185,3185,3185
700,13,171,166,14334,14334,14334
700,14,166,167,2558,2558,2558
700,15,167,164,300,300,300
700,16,164,139,22779,22779,22779
700,17,139,140,20966,20966,20966
700,18,140,93,817,817,817
701,1,27,211,53007,53007,53007
701,2,211,210,3345,3345,3345
701,3,210,151,75436,75436,75436
701,4,151,201,13001,13001,13001
701,5,201,200,1560,1560,1560
701,6,200,146,9540,9540,9540
701,7,146,197,3302,3302,3302
701,8,197,58,6424,6424,6424
701,9,58,67,15173,15173,15173
701,10,67,76,20793,20793,20793
701,11,76,88,15773,15773,15773
701,12,88,109,37591,37591,37591
701,13,109,106,20005,20005,20005
701,14,106,92,19559,19559,19559
701,15,92,98,17706,17706,17706
702,1,27,211,53007,53007,53007
702,2,211,210,3345,3345,3345
702,3,210,151,75436,75436,75436
702,4,151,201,13001,13001,13001
702,5,201,200,1560,1560,1560
702,6,200,146,9540,9540,9540
702,7,146,197,3302,3302,3302
702,8,197,58,6424,6424,6424
702,9,58,67,15173,15173,15173
702,10,67,76,20793,20793,20793
702,11,76,88,15773,15773,15773
702,12,88,109,37591,37591,37591
702,13,109,108,8626,8626,8626
702,14,108,107,5088,5088,5088
702,15,107,104,8148,8148,8148
702,16,104,102,6177,6177,6177
702,17,102,101,20547,20547,20547
703,1,27,211,53007,53007,53007
703,2,211,210,3345,3345,3345
703,3,210,151,75436,75436,75436
703,4,151,201,13001,13001,13001
703,5,201,200,1560,1560,1560
703,6,200,146,9540,9540,9540
703,7,146,197,3302,3302,3302
703,8,197,58,6424,6424,6424
